Data;Temperatura;Umidade;Maquina;Vibracao1;Vibracao2;Vibracao3;Vibracao4;Vibracao5;Vibracao6;HorasDesdeAUltimaFalha;FalharaEmBreve
2016-07-06;62;83;Pandora;1916;179;1153;1536;1679;276;275;Não
2016-11-24;66;87;Pandora;673;1766;545;473;397;854;175;Não
2016-01-20;65;77;Pandora;266;1830;1038;530;976;789;24;Não
2016-07-06;60;90;Pandora;1466;1640;510;1711;1186;894;276;Não
2016-01-05;67;83;Pandora;1860;1025;2010;307;700;1867;28;Não
2016-12-30;61;81;Pandora;1869;346;1155;288;1027;158;22;Não
2016-05-01;61;87;Pandora;1548;1391;1020;1438;2004;893;95;Não
2016-12-15;60;78;Pandora;1498;1098;1257;1172;1848;571;174;Não
2016-11-15;60;79;Pandora;815;1958;1731;1969;1556;474;136;Não
2016-09-19;60;88;Pandora;1396;1048;896;1602;1102;1054;50;Não
2016-03-05;62;85;Pandora;1576;1438;719;397;1208;303;13;Não
2016-10-16;61;89;Pandora;562;1079;1102;839;1817;1448;58;Não
2016-12-03;68;82;Pandora;1730;808;1604;936;1254;1281;53;Não
2016-07-09;65;92;Pandora;1811;530;1144;161;1336;373;45;Não
2016-11-06;67;89;Pandora;577;226;283;523;1583;874;31;Não
2016-01-02;68;82;Pandora;584;1354;1449;922;174;1899;128;Não
2016-08-20;63;84;Pandora;1354;1465;668;1099;900;1291;187;Não
2016-12-09;60;85;Pandora;1121;322;1863;1303;1197;827;26;Não
2016-04-10;62;82;Pandora;1967;692;1941;1599;1150;1784;71;Não
2016-01-20;64;84;Pandora;1159;807;1782;1818;851;1187;26;Não
2016-01-11;65;84;Pandora;697;744;407;1003;505;751;20;Não
2016-03-11;68;85;Pandora;522;804;1323;690;418;1914;45;Não
2016-06-12;66;88;Pandora;1629;1848;185;1527;535;1358;151;Não
2016-11-09;60;82;Pandora;2000;1490;1652;1509;1515;1885;10;Não
2016-03-17;66;79;Pandora;885;743;321;1626;1906;708;5;Não
2016-11-03;65;82;Pandora;1153;610;476;169;985;1571;189;Não
2016-12-06;63;79;Pandora;269;1923;304;1002;423;1521;57;Não
2016-11-27;64;81;Pandora;861;1015;1461;865;1051;1362;52;Não
2016-07-09;67;89;Pandora;1817;1070;961;973;1393;1560;47;Não
2016-11-09;66;79;Pandora;1467;1679;1178;1051;1422;304;12;Não
2016-07-21;67;83;Pandora;1933;344;1892;263;1456;1266;142;Não
2016-07-21;67;86;Pandora;976;607;1661;173;257;645;138;Não
2016-07-12;67;90;Pandora;432;1162;1581;715;600;1240;45;Não
2016-08-02;64;84;Pandora;684;965;2001;1353;1294;738;27;Não
2016-03-02;60;84;Pandora;1896;636;905;1500;364;1110;27;Não
2016-09-04;65;93;Pandora;1423;1292;1530;1153;1482;1039;4;Não
2016-11-30;66;79;Pandora;460;662;313;1632;1137;1278;122;Não
2016-02-16;65;75;Pandora;728;194;1595;1173;1757;1464;5;Não
2016-09-19;64;84;Pandora;1334;1154;1413;838;1247;1777;49;Não
2016-08-26;66;95;Pandora;1558;979;1981;1002;286;765;95;Não
2016-10-25;61;89;Pandora;1318;259;1929;571;1383;1609;275;Não
2016-01-14;62;77;Pandora;1497;298;1474;593;413;1412;44;Não
2016-08-29;60;87;Pandora;825;1125;408;1525;517;318;161;Não
2016-11-18;68;86;Pandora;1519;522;1306;1792;1022;1345;33;Não
2016-03-14;68;82;Pandora;1134;399;982;1249;1140;1419;46;Não
2016-06-18;61;90;Pandora;860;1705;1243;1216;277;287;293;Não
2016-05-13;66;87;Pandora;1240;354;870;792;1870;1193;28;Não
2016-10-19;68;86;Pandora;1891;1680;1290;1674;1362;1278;129;Não
2016-01-29;63;85;Pandora;428;202;1736;635;406;634;18;Não
2016-07-09;65;81;Pandora;194;461;1861;1942;320;903;49;Não
2016-01-29;61;78;Pandora;1325;1802;1386;1094;1138;1675;16;Não
2016-02-28;60;75;Pandora;867;1244;762;638;1833;1597;36;Não
2016-03-14;65;81;Pandora;774;1766;273;1472;1022;900;50;Não
2016-06-15;62;87;Pandora;753;287;838;551;935;1226;223;Não
2016-11-18;66;89;Pandora;1353;856;1941;1842;1950;480;32;Não
2016-04-10;66;86;Pandora;1908;1397;758;1587;1955;1283;68;Não
2016-10-22;65;88;Pandora;893;684;1366;973;360;1704;201;Não
2016-12-15;61;79;Pandora;1753;1020;525;1807;1034;1157;169;Não
2016-05-04;60;83;Pandora;1068;1632;1960;1942;1157;1291;174;Não
2016-12-24;64;85;Pandora;1880;732;867;1616;1704;682;10;Não
2016-02-19;62;76;Pandora;247;1395;1960;1521;1350;1640;30;Não
2016-05-10;67;87;Pandora;2010;706;246;1254;1862;908;130;Não
2016-01-05;61;77;Pandora;1452;1329;1583;1330;675;306;26;Não
2016-03-14;60;81;Pandora;834;1949;1607;349;1706;193;48;Não
2016-01-23;68;78;Pandora;1816;1904;530;1402;1847;708;23;Não
2016-04-19;63;79;Pandora;794;1022;715;762;1347;1837;198;Não
2016-12-03;66;84;Pandora;226;1639;677;521;1704;1149;58;Não
2016-08-23;60;82;Pandora;1418;1183;236;1723;815;362;22;Não
2016-09-16;61;88;Pandora;1168;991;347;204;722;1266;201;Não
2016-05-13;61;87;Pandora;1675;1298;1614;430;1092;1385;25;Não
2016-04-04;62;86;Pandora;1194;904;618;1812;285;517;46;Não
2016-01-17;68;80;Pandora;486;1834;473;412;317;230;114;Não
2016-09-07;64;88;Pandora;1780;1062;1255;1445;530;872;20;Não
2016-10-04;63;85;Pandora;1343;1682;959;1220;981;1339;28;Não
2016-10-19;66;90;Pandora;807;1317;501;1896;1327;1849;127;Não
2016-08-26;60;87;Pandora;1654;1766;1801;1071;1382;1143;92;Não
2016-02-22;67;83;Pandora;605;1254;1535;255;982;291;105;Não
2016-06-30;65;92;Pandora;1770;193;1666;790;989;317;135;Não
2016-03-26;61;78;Pandora;1914;1545;711;644;1937;1345;10;Não
2016-01-11;60;84;Pandora;1006;1622;744;615;1810;934;23;Não
2016-12-03;66;84;Pandora;415;912;1641;1074;1037;349;59;Não
2016-04-22;66;78;Pandora;1773;427;178;372;1682;1770;273;Não
2016-03-05;61;85;Pandora;1501;1357;1897;375;500;1887;7;Não
2016-07-27;60;90;Pandora;1866;1881;1274;1410;747;1376;42;Não
2016-05-16;68;77;Pandora;884;427;1064;175;1728;1352;3;Não
2016-08-20;67;95;Pandora;1855;328;618;880;1971;911;181;Não
2016-03-26;64;86;Pandora;1615;1906;1607;1466;530;1480;6;Não
2016-02-07;61;85;Pandora;1967;1731;271;347;607;597;198;Não
2016-12-06;64;75;Pandora;1665;1569;1644;1642;1913;1511;58;Não
2016-07-06;68;87;Pandora;1764;466;1180;329;1358;166;272;Não
2016-09-19;67;84;Pandora;1761;1705;1339;437;1907;1116;52;Não
2016-04-25;66;86;Pandora;1637;506;1255;1366;766;774;341;Não
2016-12-09;68;77;Pandora;1790;1657;893;773;953;582;31;Não
2016-03-23;68;86;Pandora;1359;1832;1059;1273;452;1558;19;Não
2016-09-13;60;83;Pandora;390;466;517;1612;1651;1527;123;Não
2016-05-22;65;86;Pandora;579;1418;432;660;796;1774;12;Não
2016-11-15;67;87;Pandora;429;733;638;1710;536;375;133;Não
2016-03-20;67;85;Pandora;1704;1954;547;1320;1371;1515;11;Não
2016-04-01;65;86;Pandora;510;522;480;1286;1692;1651;51;Não
2016-04-04;67;87;Pandora;1632;703;1940;756;591;1027;45;Não
2016-07-27;64;83;Pandora;1857;417;1938;461;240;1196;44;Não
2016-11-30;67;82;Pandora;1207;1027;432;280;737;1710;123;Não
2016-02-07;62;75;Pandora;1661;1784;1962;1307;479;1209;199;Não
2016-01-05;66;78;Pandora;1027;334;1294;1760;1859;650;27;Não
2016-07-24;63;83;Pandora;820;569;1651;517;1906;1943;211;Não
2016-07-27;66;81;Pandora;980;307;627;167;1941;806;48;Não
2016-12-27;60;77;Pandora;790;396;1547;434;1082;1506;51;Não
2016-10-10;63;89;Pandora;797;1971;1115;1369;1008;1133;38;Não
2016-01-23;62;75;Pandora;855;769;208;1560;318;1635;26;Não
2016-02-22;64;82;Pandora;421;435;1161;374;1960;1345;107;Não
2016-04-01;60;80;Pandora;1155;599;632;514;1182;1624;54;Não
2016-05-31;65;87;Pandora;293;1142;389;809;840;1391;14;Não
2016-09-22;67;88;Pandora;403;1135;449;884;1543;282;60;Não
2016-11-24;68;79;Pandora;670;1718;1559;344;2001;956;172;Não
2016-02-01;62;85;Pandora;1498;731;1216;483;742;680;59;Não
2016-08-14;64;83;Pandora;794;297;1887;923;1733;795;36;Não
2016-10-16;63;88;Pandora;1087;567;1024;1981;1919;1460;59;Não
2016-10-01;68;82;Pandora;1909;167;1570;825;1645;1575;18;Não
2016-11-18;64;83;Pandora;914;1757;894;1322;1692;1884;28;Não
2016-09-16;66;92;Pandora;899;941;1834;1463;1386;1740;198;Não
2016-10-22;61;80;Pandora;1854;1298;1211;161;1775;268;203;Não
2016-01-20;68;77;Pandora;667;1438;1059;337;1513;1478;27;Não
2016-08-08;61;87;Pandora;338;1707;1410;448;1678;1522;76;Não
2016-02-13;64;85;Pandora;936;1675;304;1414;1946;561;8;Não
2016-04-28;66;83;Pandora;1344;1609;1387;821;703;1659;25;Não
2016-10-25;68;78;Pandora;880;1739;481;618;1661;946;270;Não
2016-01-29;61;75;Pandora;1025;1903;1910;1056;1041;867;13;Não
2016-05-07;60;83;Pandora;1230;824;1372;329;1930;1172;62;Não
2016-09-25;64;84;Pandora;1419;277;302;1135;1785;434;25;Não
2016-07-21;65;91;Pandora;818;1569;1304;1172;543;1718;144;Não
2016-12-15;68;80;Pandora;1632;664;1809;758;896;314;171;Não
2016-10-28;63;85;Pandora;1632;1506;1915;178;1042;275;44;Não
2016-05-01;63;82;Pandora;1515;848;511;775;1743;1212;102;Não
2016-10-16;62;91;Pandora;714;699;552;344;1812;397;56;Não
2016-05-22;65;82;Pandora;1462;1484;1347;413;1634;1731;15;Não
2016-11-21;64;84;Pandora;1551;1604;1748;461;1798;1523;98;Não
2016-08-23;66;88;Pandora;209;1334;1135;1889;883;180;21;Não
2016-10-28;65;87;Pandora;1925;768;615;658;717;1751;45;Não
2016-04-04;68;78;Pandora;1016;992;372;909;1309;1663;44;Não
2016-10-07;63;86;Pandora;776;705;865;890;557;1908;101;Não
2016-06-15;66;82;Pandora;1530;1493;1515;669;479;167;218;Não
2016-08-17;60;91;Pandora;1465;1029;748;1046;1206;650;115;Não
2016-01-29;61;85;Pandora;941;1595;1563;1387;998;1296;19;Não
2016-09-10;62;91;Pandora;1378;720;1889;1600;503;323;53;Não
2016-05-07;68;87;Pandora;469;367;1763;155;1534;968;59;Não
2016-12-21;62;79;Pandora;312;1035;272;1815;1084;1597;104;Não
2016-09-22;60;92;Pandora;349;1984;1356;705;1338;538;66;Não
2016-06-06;68;82;Pandora;1962;225;1590;1797;205;1969;8;Não
2016-09-01;65;82;Pandora;510;1775;480;902;524;237;7;Não
2016-06-21;68;86;Pandora;1291;1010;1595;1985;1624;1911;49;Não
2016-06-18;61;81;Pandora;1413;1904;1769;1133;954;1110;292;Não
2016-10-13;64;82;Pandora;994;439;824;312;326;658;109;Não
2016-10-07;62;89;Pandora;549;1256;1647;946;707;1917;107;Não
2016-06-12;63;77;Pandora;357;449;672;576;524;1003;146;Não
2016-03-05;63;76;Pandora;1219;907;571;1964;955;1120;8;Não
2016-05-28;66;85;Pandora;665;1955;1817;912;1025;1314;25;Não
2016-04-16;60;86;Pandora;1271;929;858;408;1206;1138;125;Não
2016-09-22;67;89;Pandora;1029;944;1823;893;653;1201;61;Não
2016-12-18;60;80;Pandora;612;277;1075;504;795;1433;32;Não
2016-06-03;60;84;Pandora;457;1964;767;1345;1762;559;11;Não
2016-06-24;66;91;Pandora;1841;1658;337;1834;1335;546;27;Não
2016-01-05;63;76;Pandora;848;1107;243;1050;1635;1133;32;Não
2016-08-02;66;81;Pandora;360;618;1545;373;509;982;29;Não
2016-08-14;62;87;Pandora;1491;1254;1270;1852;1649;230;37;Não
2016-09-10;68;89;Pandora;1934;1109;1561;293;435;1996;51;Não
2016-01-17;67;84;Pandora;287;1649;426;1218;709;1839;120;Não
2016-02-07;65;76;Pandora;1376;1144;1087;1426;287;982;197;Não
2016-02-28;68;76;Pandora;269;1036;1030;921;1364;1348;43;Não
2016-04-25;66;84;Pandora;435;383;409;346;1138;1610;345;Não
2016-01-23;60;76;Pandora;1480;1007;698;1682;1061;778;25;Não
2016-03-17;60;84;Pandora;1692;1770;202;527;1341;329;4;Não
2016-03-02;68;78;Pandora;1031;1088;1009;1220;1198;199;21;Não
2016-04-19;68;77;Pandora;1980;646;875;559;1139;931;199;Não
2016-11-15;67;83;Pandora;813;1607;408;1797;694;655;135;Não
2016-03-11;67;78;Pandora;829;1571;901;1335;336;1668;44;Não
2016-11-15;66;86;Pandora;1398;957;635;1052;1897;562;132;Não
2016-04-04;62;78;Pandora;394;750;826;484;1831;874;42;Não
2016-06-09;61;78;Pandora;1076;442;1691;1548;1481;889;76;Não
2016-07-30;63;91;Pandora;1015;516;766;505;1290;485;118;Não
2016-11-12;67;77;Pandora;895;257;858;1747;706;1726;58;Não
2016-06-21;65;92;Pandora;1897;1419;333;990;363;569;50;Não
2016-02-25;66;81;Pandora;825;1269;1385;1010;745;1658;7;Não
2016-02-01;63;80;Pandora;1329;944;176;1684;335;1001;55;Não
2016-04-25;66;77;Pandora;1873;1377;1385;1520;1145;1055;339;Não
2016-12-12;61;84;Pandora;1709;1230;279;1506;1649;886;102;Não
2016-09-22;61;88;Pandora;1411;1797;1493;1641;381;1245;63;Não
2016-12-18;60;78;Pandora;1527;1275;298;1633;1528;409;33;Não
2016-02-10;60;78;Pandora;1586;1839;1945;940;479;157;272;Não
2016-10-04;66;89;Pandora;1117;1745;1316;1439;515;391;30;Não
2016-11-06;68;77;Pandora;743;887;679;1974;759;1628;35;Não
2016-06-30;67;86;Pandora;1619;552;1395;1688;1746;1808;133;Não
2016-11-09;60;86;Pandora;1853;974;1125;1522;1778;291;7;Não
2016-11-21;66;83;Pandora;1515;1778;1188;658;477;280;104;Não
2016-01-08;61;82;Pandora;264;1093;1019;252;1370;214;35;Não
2016-12-15;66;77;Pandora;651;1704;1965;1867;289;1836;170;Não
2016-10-16;66;84;Pandora;1340;783;1089;1241;1354;1927;55;Não
2016-10-28;63;85;Pandora;1908;615;1951;1087;331;804;49;Não
2016-05-22;60;82;Pandora;253;1931;1187;1484;1666;564;16;Não
2016-08-08;66;88;Pandora;998;1865;785;1910;1201;874;75;Não
2016-05-22;68;88;Pandora;1968;1905;1961;683;693;902;13;Não
2016-11-03;67;79;Pandora;964;1283;1356;856;396;561;188;Não
2016-12-06;68;78;Pandora;185;1078;1689;1764;331;458;60;Não
2016-07-03;65;85;Pandora;1818;910;858;1298;237;1674;201;Não
2016-06-06;67;81;Pandora;736;1448;245;1895;760;1672;4;Não
2016-12-03;64;84;Pandora;1878;837;673;1794;1414;1142;57;Não
2016-01-14;68;79;Pandora;624;1989;819;2009;1544;1864;42;Não
2016-02-19;64;82;Pandora;838;1020;1764;1179;1357;306;31;Não
2016-04-01;60;79;Pandora;927;407;658;1636;1810;714;53;Não
2016-07-03;60;86;Pandora;963;1127;1562;1471;1792;549;203;Não
2016-12-27;66;82;Pandora;622;862;240;815;766;1022;49;Não
2016-12-09;60;83;Pandora;765;2001;1995;1118;1738;796;25;Não
2016-07-21;68;84;Pandora;321;319;1938;369;1727;1246;137;Não
2016-06-21;67;89;Pandora;633;210;189;1654;543;1154;54;Não
2016-05-31;60;84;Pandora;948;1316;764;1582;1960;1328;15;Não
2016-03-26;63;80;Pandora;1857;656;1894;686;1305;818;12;Não
2016-04-25;61;81;Pandora;516;765;884;1932;1314;1750;343;Não
2016-05-16;61;87;Pandora;1807;479;1959;851;592;1625;7;Não
2016-08-17;61;92;Pandora;563;1592;1848;916;872;385;113;Não
2016-09-19;62;80;Pandora;596;1894;1375;1733;414;1317;54;Não
2016-05-16;62;78;Pandora;1766;886;598;1917;271;1633;5;Não
2016-01-08;64;83;Pandora;705;167;1234;1964;202;1199;29;Não
2016-03-23;62;80;Pandora;1442;1184;1034;848;667;1152;18;Não
2016-02-22;63;84;Pandora;751;932;357;440;611;653;104;Não
2016-11-18;64;77;Pandora;197;1191;169;1008;1025;1714;29;Não
2016-04-19;67;79;Pandora;742;1925;254;547;670;1150;195;Não
2016-08-26;61;83;Pandora;553;1977;1279;688;273;329;91;Não
2016-12-21;60;84;Pandora;1582;1581;1843;1752;1258;1595;103;Não
2016-08-26;67;86;Pandora;702;1530;1408;320;770;1287;89;Não
2016-07-03;68;83;Pandora;639;436;412;878;880;1246;204;Não
2016-01-08;60;84;Pandora;1614;1937;1009;553;1823;910;28;Não
2016-04-07;62;85;Pandora;1330;234;1138;184;1747;1108;113;Não
2016-10-10;63;90;Pandora;1777;1233;829;1101;1982;1799;37;Não
2016-08-17;67;94;Pandora;1521;1338;1618;1302;591;325;110;Não
2016-01-26;63;76;Pandora;1567;205;1295;1347;1438;1988;5;Não
2016-12-09;60;80;Pandora;332;1219;549;1196;750;1605;27;Não
2016-01-17;67;85;Pandora;1500;1253;995;1810;868;987;115;Não
2016-05-31;61;87;Pandora;1355;445;211;1001;514;932;18;Não
2016-07-30;65;81;Pandora;1952;1560;1579;428;692;1176;116;Não
2016-06-30;68;83;Pandora;934;872;570;1531;1091;1069;129;Não
2016-04-28;68;81;Pandora;1268;1340;1970;1227;1603;882;29;Não
2016-11-24;67;87;Pandora;1910;1390;1242;375;527;791;171;Não
2016-09-01;64;83;Pandora;1223;567;1683;1894;474;794;5;Não
2016-12-24;64;78;Pandora;1476;258;348;1305;1755;1626;12;Não
2016-08-17;61;87;Pandora;977;948;1997;1610;1759;1331;111;Não
2016-03-26;66;87;Pandora;1832;516;1463;892;1935;300;7;Não
2016-11-15;64;77;Pandora;1348;1274;317;1183;481;561;134;Não
2016-03-20;61;83;Pandora;389;281;1160;555;1210;1338;9;Não
2016-09-04;67;83;Pandora;284;1190;439;335;1798;620;2;Não
2016-01-20;60;81;Pandora;748;299;170;1866;428;1834;25;Não
2016-08-29;60;82;Pandora;1796;526;1593;887;1049;219;168;Não
2016-07-30;60;92;Pandora;1091;826;350;350;1215;1372;113;Não
2016-12-27;63;79;Pandora;1074;1701;1576;304;1639;1297;52;Não
2016-01-23;65;79;Pandora;528;1609;766;1686;1280;682;24;Não
2016-12-24;61;78;Pandora;1312;1374;1174;533;457;1811;8;Não
2016-05-28;60;83;Pandora;1550;1006;749;384;495;904;26;Não
2016-01-29;66;85;Pandora;212;970;1981;324;304;589;15;Não
2016-08-23;66;92;Pandora;605;328;937;1655;161;1969;20;Não
2016-06-24;61;93;Pandora;1206;1187;1571;959;1889;1608;21;Não
2016-11-15;64;87;Pandora;1428;1818;1958;1470;183;593;131;Não
2016-03-29;68;85;Pandora;1183;1227;1163;1852;1193;1834;83;Não
2016-02-28;61;79;Pandora;1696;1937;629;1935;803;1150;40;Não
2016-01-20;66;78;Pandora;375;597;1181;1625;485;1679;22;Não
2016-01-26;67;81;Pandora;244;454;1205;1809;457;1467;11;Não
2016-03-29;61;82;Pandora;1809;1492;1083;290;1545;1127;80;Não
2016-10-10;68;89;Pandora;789;1190;1449;1825;235;1239;41;Não
2016-02-25;68;82;Pandora;422;446;1043;1314;657;368;10;Não
2016-04-16;61;80;Pandora;312;1549;1501;925;1554;957;128;Não
2016-05-25;68;77;Pandora;1896;1988;812;1422;317;535;7;Não
2016-04-28;67;84;Pandora;436;726;1699;569;345;2009;28;Não
2016-02-16;65;79;Pandora;1450;281;737;357;1848;286;1;Não
2016-05-16;61;87;Pandora;1554;742;1287;582;1425;932;6;Não
2016-06-24;61;93;Pandora;437;1448;1923;1081;769;973;24;Não
2016-10-31;66;77;Pandora;947;639;1208;1532;1481;1194;123;Não
2016-11-27;67;81;Pandora;1286;1796;253;499;428;333;49;Não
2016-07-15;62;92;Pandora;590;1698;971;1215;1158;1777;6;Não
2016-08-26;66;87;Pandora;462;1356;1429;1389;1868;1722;94;Não
2016-05-13;67;84;Pandora;1275;1077;1220;1882;534;1074;26;Não
2016-10-01;63;91;Pandora;1328;1077;564;868;405;187;17;Não
2016-01-11;62;75;Pandora;962;1588;1067;165;1494;1848;17;Não
2016-08-02;62;81;Pandora;1207;1876;1322;1057;1607;1359;26;Não
2016-04-22;67;77;Pandora;1939;1110;1209;489;631;1656;272;Não
2016-08-02;63;88;Pandora;1562;708;1186;1072;589;716;28;Não
2016-02-22;60;78;Pandora;581;732;950;765;824;1174;101;Não
2016-09-07;68;83;Pandora;201;1231;1813;582;542;1111;22;Não
2016-05-22;65;81;Pandora;302;1283;1855;256;949;489;10;Não
2016-09-28;60;92;Pandora;670;909;751;446;415;604;36;Não
2016-01-11;62;85;Pandora;1064;985;998;494;1884;1824;18;Não
2016-12-21;61;80;Pandora;464;1015;1978;1321;1475;1557;98;Não
2016-06-27;62;90;Pandora;1953;723;1914;1547;172;1720;59;Não
2016-09-01;67;87;Pandora;701;947;720;290;1485;1187;6;Não
2016-08-08;67;92;Pandora;1868;1156;1687;853;1556;1029;70;Não
2016-06-21;63;87;Pandora;1296;380;1402;1062;1888;1828;52;Não
2016-10-19;61;81;Pandora;1864;315;557;434;1668;680;133;Não
2016-10-19;63;86;Pandora;1293;1003;1791;1512;777;1051;130;Não
2016-08-08;67;87;Pandora;211;1610;1423;1625;1608;1172;72;Não
2016-06-18;65;93;Pandora;1857;1958;815;1905;995;1923;294;Não
2016-05-10;68;83;Pandora;1734;1118;2010;944;1913;1786;131;Não
2016-12-18;61;77;Pandora;780;1920;964;1186;1598;1088;31;Não
2016-07-24;60;90;Pandora;729;1905;1345;1569;1860;1399;209;Não
2016-03-17;68;81;Pandora;1208;862;847;299;1764;447;2;Não
2016-10-19;68;88;Pandora;764;608;990;2003;867;820;128;Não
2016-07-18;60;90;Pandora;925;1387;1933;293;818;975;68;Não
2016-02-28;63;85;Pandora;312;686;1077;1277;1727;565;42;Não
2016-11-06;63;81;Pandora;1843;1548;1531;1329;248;2007;32;Não
2016-04-13;60;87;Pandora;1929;1722;1228;1190;704;1100;57;Não
2016-02-04;66;75;Pandora;1427;513;834;1543;1149;228;131;Não
2016-07-06;64;85;Pandora;1263;964;395;1955;1934;311;274;Não
2016-01-17;68;83;Pandora;724;834;430;571;1842;1126;121;Não
2016-01-14;62;79;Pandora;1533;1133;786;1782;1117;811;49;Não
2016-09-28;68;82;Pandora;817;1408;259;856;500;1022;33;Não
2016-05-13;60;83;Pandora;890;1717;821;1920;1460;896;29;Não
2016-11-15;62;78;Pandora;524;419;506;703;547;642;137;Não
2016-11-27;68;85;Pandora;658;419;244;198;1631;496;53;Não
2016-12-27;68;77;Pandora;1864;1487;1725;561;274;1525;53;Não
2016-09-01;66;82;Pandora;453;1934;759;1419;1009;989;12;Não
2016-04-13;62;82;Pandora;1559;418;554;889;780;990;51;Não
2016-12-24;68;84;Pandora;676;160;813;371;1240;1201;13;Não
2016-02-22;60;76;Pandora;1315;392;1396;971;1592;740;106;Não
2016-10-13;67;80;Pandora;212;549;1581;1959;848;772;107;Não
2016-04-10;61;83;Pandora;1486;352;1771;538;982;1084;69;Não
2016-05-25;66;80;Pandora;992;1337;803;1499;1327;1218;4;Não
2016-12-21;60;82;Pandora;1747;946;1474;1967;282;1299;100;Não
2016-02-07;62;76;Pandora;427;1437;1992;650;1508;847;202;Não
2016-09-07;66;82;Pandora;818;1416;1348;220;837;1557;23;Não
2016-11-21;61;80;Pandora;531;1952;1776;1650;176;412;101;Não
2016-06-03;62;79;Pandora;261;1552;1540;343;875;1086;12;Não
2016-09-16;65;84;Pandora;1414;1424;198;739;1761;740;200;Não
2016-09-10;61;83;Pandora;1326;1282;1466;982;1738;1103;54;Não
2016-10-31;62;84;Pandora;1373;204;1709;1405;722;644;120;Não
2016-08-26;67;93;Pandora;513;1716;216;607;385;1879;96;Não
2016-10-31;67;89;Pandora;1283;1469;1331;309;822;203;121;Não
2016-11-15;68;89;Pandora;1393;783;847;1417;369;323;130;Não
2016-01-05;60;78;Pandora;317;1923;668;1159;156;1322;29;Não
2016-08-17;63;87;Pandora;589;895;970;655;1511;1309;114;Não
2016-08-23;68;91;Pandora;1554;498;492;816;1014;1326;18;Não
2016-03-14;67;78;Pandora;1551;1770;910;1817;1192;1403;45;Não
2016-04-25;62;83;Pandora;1242;1150;606;229;1445;1940;346;Não
2016-01-29;61;81;Pandora;207;332;323;1547;1114;899;20;Não
2016-08-23;67;86;Pandora;1429;1981;1845;740;165;1592;23;Não
2016-01-02;68;82;Pandora;397;155;237;1073;1613;1755;127;Não
2016-05-28;63;84;Pandora;683;242;770;1333;1047;1444;30;Não
2016-06-03;68;82;Pandora;1047;1242;1388;1762;1807;1386;15;Não
2016-07-03;66;86;Pandora;1081;643;1931;1378;1970;1017;202;Não
2016-06-06;67;79;Pandora;842;1171;1066;208;1741;1230;3;Não
2016-06-24;66;89;Pandora;1563;1677;409;746;1513;790;22;Não
2016-10-25;61;83;Pandora;1980;750;938;674;738;954;276;Não
2016-12-12;67;78;Pandora;180;1785;1023;1761;1351;1910;99;Não
2016-05-28;64;87;Pandora;498;1999;1671;1500;1993;1430;28;Não
2016-02-16;66;78;Pandora;348;890;413;1547;1200;1940;4;Não
2016-06-27;66;90;Pandora;1746;797;1769;1124;1042;1439;62;Não
